,text,created_at,retweets
4310,45 year low on illegal border crossings this year. Ice and Border Patrol Agents are doing a great job for our Count… https://t.co/Q6WZdxvUjS,2018-02-28 14:08:21,20932
4311,I have decided that sections of the Wall that California wants built NOW will not be built until the whole Wall is… https://t.co/Vz6U6uS0Za,2018-02-28 12:29:56,22303
4312,"The Heritage Foundation has just stated that 64% of the Trump Agenda is already done, faster than even Ronald Reaga… https://t.co/MxsE3dtLnd",2018-02-28 12:02:58,23569
4313,Big legal win today. U.S. judge sided with the Trump Administration and rejected the attempt to stop the government… https://t.co/zxoD3cKbaA,2018-02-28 04:28:31,23539
4314,"Such a beautiful map, thank you! https://t.co/FyQdgKvsRO",2018-02-28 04:20:43,16942
4315,.@SenatorWicker of Mississippi has been a great supporter and incredible help in getting our massive Tax Cut Bill d… https://t.co/NZAavAxY2F,2018-02-27 22:58:19,12165
4316,"Texas LC George P. Bush backed me when it wasn’t the politically correct thing to do, and I back him now. Also, AC… https://t.co/6YdVjdovKe",2018-02-27 22:55:36,15484
4317,“American consumers are the most confident they've been since 2000....A strong job market is boosting confidence. T… https://t.co/jabPYi1Opc,2018-02-27 18:18:22,13492
4318,"I want to encourage all of my many Texas friends to vote in the primary for Governor Greg Abbott, Senator Ted Cruz,… https://t.co/hhYhBC3fk8",2018-02-27 18:11:19,29211
4319,WITCH HUNT!,2018-02-27 12:49:41,24009
4320,"“We’ve seen NO EVIDENCE OF COLLUSION....I have seen nothing, the firing of James Comey and all of the aftermath, th… https://t.co/smYiwXrZnh",2018-02-27 12:45:58,23419
4321,“I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence...… https://t.co/wUxgVpVTIN,2018-02-27 12:28:59,14740
4322,“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s… https://t.co/IpmARu0gyP,2018-02-27 11:59:30,19615
4323,RT @WhiteHouse: Merit-based immigration reform will benefit American workers and relieve the strain imposed by our current system on Federa…,2018-02-25 19:43:34,13981
4324,RT @VollrathTammie: @realDonaldTrump @FoxNews https://t.co/sERi7Vyh5I,2018-02-25 03:56:04,7582
4325,"RT @FoxNews: President @realDonaldTrump on Dem FISA memo: ""A lot of bad things happened on the other side, not on this side, but the other…",2018-02-25 03:11:28,14745
4326,"RT @FoxNews: President @realDonaldTrump on DACA: ""I'm the one that's pushing DACA and the Democrats are nowhere to be found."" https://t.co/…",2018-02-25 03:10:28,13563
4327,I will be interviewed by @JudgeJeanine on @FoxNews at 9:00 P.M. Enjoy!,2018-02-25 01:00:46,8607
4328,"“Congressman Schiff omitted and distorted key facts” @FoxNews  So, what else is new. He is a total phony!",2018-02-25 00:56:35,19471
4329,"“Russians had no compromising information on Donald Trump” @FoxNews  Of course not, because there is none, and neve… https://t.co/R9sniNq1ar",2018-02-24 23:44:11,19300
4330,Dem Memo: FBI did not disclose who the clients were - the Clinton Campaign and the DNC. Wow!,2018-02-24 23:20:06,21725
4331,The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all… https://t.co/7xFWbPQ5Xh,2018-02-24 23:16:13,20705
4332,BIG CPAC STRAW POLL RESULTS: 93% APPROVE OF THE JOB PRESIDENT TRUMP IS DOING (Thank you!). 50% say President Trump… https://t.co/QavF7yVap4,2018-02-24 22:26:15,25369
4333,"Dems are no longer talking DACA! “Out of sight, out of mind,” they say. DACA beneficiaries should not be happy. Nan… https://t.co/TZjolh9nkE",2018-02-24 21:18:01,22482
4334,Unemployment claims are at the lowest level since 1973. Much of this has to do with the massive cutting of unnecess… https://t.co/3W7uDjmtZJ,2018-02-24 21:07:43,15987
4335,Democrat judges have totally redrawn election lines in the great State of Pennsylvania. @FoxNews. This is very unfa… https://t.co/uErhBXPwuM,2018-02-24 20:16:32,22566
4336,Armed Educators (and trusted people who work within a school) love our students and will protect them. Very smart p… https://t.co/wQSlkyUTzh,2018-02-24 18:54:14,20750
4337,RT @realDonaldTrump: I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and end…,2018-02-24 13:23:37,36749
4338,"So true Wayne, and Lowest black unemployment in history! https://t.co/gDxxJdZQUm",2018-02-24 13:21:02,20414
4339,Thank you to the great men and women of the United States @SecretService for a job well done!,2018-02-23 22:46:47,15511
4340,"Today, @FLOTUS Melania and I were honored to welcome Prime Minister @TurnbullMalcolm and Mrs. Turnbull of Australia… https://t.co/PeVPje9xba",2018-02-23 21:19:37,8976
4341,"Our nation’s motto is IN GOD WE TRUST. This week, our nation lost an incredible leader who devoted his life to help… https://t.co/gQzYg1Xq8r",2018-02-23 17:12:40,20756
4342,"We salute our great American flag, we put our hands on our hearts for the pledge of Allegiance, and we all PROUDLY… https://t.co/BoR8a2Kn29",2018-02-23 17:08:42,18189
4343,"After years of rebuilding OTHER nations, we are finally rebuilding OUR nation - and we are restoring our confidence… https://t.co/LXqvjEMR5D",2018-02-23 17:06:36,15933
4344,"For those of you who are still interested, the Democrats have totally forgotten about DACA. Not a lot of interest on this subject from them!",2018-02-23 13:09:54,24704
4345,"My daughter, Ivanka, just arrived in South Korea. We cannot have a better, or smarter, person representing our country.",2018-02-23 13:07:07,14416
4346,CPAC Today!,2018-02-23 13:01:09,7782
4347,"MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands, but these killers… https://t.co/ktMXRRb97k",2018-02-23 11:28:35,28173
4348,“School shooting survivor says he quit @CNN Town Hall after refusing scripted question.” @TuckerCarlson. Just like… https://t.co/wDQm1urt9V,2018-02-23 01:26:26,31617
4349,"Today, it was my great honor to host a School Safety Roundtable at the @WhiteHouse with State and local leaders, la… https://t.co/BtEV9OqmNJ",2018-02-22 20:07:20,18496
4350,"On behalf of an entire Nation, CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA… https://t.co/1dpsf8yqdq",2018-02-22 16:29:50,18190
4351,Will be meeting with Lawmakers today at 11:30 A.M. to discuss School Safety.  Next week it will be with our Nation’… https://t.co/USyL5x0ujR,2018-02-22 14:53:52,19588
4352,"What many people don’t understand, or don’t want to understand, is that Wayne, Chris and the folks who work so hard… https://t.co/4I87uxDsqD",2018-02-22 14:31:35,22583
4353,I will be strongly pushing Comprehensive Background Checks with an emphasis on Mental Health. Raise age to 21 and e… https://t.co/5zKlGxnVTc,2018-02-22 13:13:32,36749
4354,....If a potential “sicko shooter” knows that a school has a large number of very weapons talented teachers (and ot… https://t.co/NTnUcZxrle,2018-02-22 13:05:18,25685
4355,"....History shows that a school shooting lasts, on average, 3 minutes. It takes police &amp; first responders approxima… https://t.co/v68k63he25",2018-02-22 12:54:09,29530
4356,....immediately fire back if a savage sicko came to a school with bad intentions. Highly trained teachers would als… https://t.co/wyg77QWPfn,2018-02-22 12:40:08,22432
4357,I never said “give teachers guns” like was stated on Fake News @CNN &amp; @NBC. What I said was to look at the possibil… https://t.co/Tvi4fzLbCA,2018-02-22 12:26:28,22402
4358,"I will always remember the time I spent today with courageous students, teachers and families. So much love in the… https://t.co/u8ZYPzhp2S",2018-02-22 01:40:33,23683
4359,.@FLOTUS Melania and I join millions of people around the world in mourning the passing of Billy Graham. Our prayer… https://t.co/Q8BrGTiHuP,2018-02-21 21:12:45,18208
4360,"Yesterday, it was my great honor to recognize extraordinary Law Enforcement Officers and First Responders, and to a… https://t.co/PsfNaJrfEB",2018-02-21 18:20:25,15081
4361,"Question: If all of the Russian meddling took place during the Obama Administration, right up to January 20th, why… https://t.co/dquN8v8VwU",2018-02-21 14:40:21,32341
4362,The GREAT Billy Graham is dead. There was nobody like him! He will be missed by Christians and all religions. A very special man.,2018-02-21 14:22:07,29731
4363,"@CNN @MSNBC Whether we are Republican or Democrat, we must now focus on strengthening Background Checks!",2018-02-21 01:18:36,16132
4364,"So true, thank you! https://t.co/9TTXlfokYz",2018-02-21 01:14:19,21836
4365,Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall. They probably kne… https://t.co/1s5PQaBe2g,2018-02-21 01:08:00,22382
4366,"Main Street is BOOMING thanks to our incredible TAX CUT and Reform law. ""This shows small-business owners are more… https://t.co/gkJczuVCt6",2018-02-20 17:49:07,17514
4367,....cameras running. Another False Accusation. Why doesn’t @washingtonpost report the story of the women taking mon… https://t.co/OTpK1KLYOL,2018-02-20 15:29:07,19700
4368,"A woman I don’t know and, to the best of my knowledge, never met, is on the FRONT PAGE of the Fake News Washington… https://t.co/lWlDMu6gxb",2018-02-20 15:16:06,21682
4369,"I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!",2018-02-20 13:38:49,16223
4370,"Hope Republicans in the Great State of Pennsylvania challenge the new “pushed” Congressional Map, all the way to th… https://t.co/bT190oQKpM",2018-02-20 13:11:58,20225
4371,Matt Schlapp and CPAC are getting ready for another exciting event. Big difference from those days when President O… https://t.co/KxKVJL0Bc4,2018-02-20 13:03:53,10177
4372,"Republicans are now leading the Generic Poll, perhaps because of the popular Tax Cuts which the Dems want to take a… https://t.co/TQfyR96KP8",2018-02-20 12:54:39,17168
4373,....The President Obama quote just before election. That’s because he thought Crooked Hillary was going to win and… https://t.co/59Wli8q1pN,2018-02-20 12:46:18,20696
4374,"“There is no serious person out there who would suggest somehow that you could even rig America’s elections, there’… https://t.co/eJ9M6A2H50",2018-02-20 12:37:20,17412
4375,Thank you to @foxandfriends for the great timeline on all of the failures the Obama Administration had against Russ… https://t.co/SI7CxX4a7C,2018-02-20 12:24:54,14655
4376,"“The Faith of Donald Trump,” a book just out by David Brody and Scott Lamb, is a very interesting read. Enjoy!",2018-02-20 02:48:02,13264
4377,"The U.S. economy is looking very good, in my opinion, even better than anticipated. Companies are pouring back into… https://t.co/Sxweprvk7N",2018-02-20 02:29:29,25319
4378,.@MittRomney has announced he is running for the Senate from the wonderful State of Utah. He will make a great Sena… https://t.co/h1RaVb2OVj,2018-02-20 02:21:08,9393
4379,"Obama was President up to, and beyond, the 2016 Election. So why didn’t he do something about Russian meddling?",2018-02-19 19:55:49,22298
4380,"Have a great, but very reflective, President’s Day!",2018-02-19 13:42:10,23889
4381,"Just watched a very insecure Oprah Winfrey, who at one point I knew very well, interview a panel of people on 60 Mi… https://t.co/7iuf59562i",2018-02-19 04:28:40,34455
4382,"My great friends from NASCAR are having their big race today, The Daytona 500. Brian France and the France family a… https://t.co/EWBOQxPW2S",2018-02-18 19:13:02,15548
4383,"Thank you to KenStarr, former Independent Counsel, Whitewater, for your insight and powerful words on FISA abuse, R… https://t.co/XGIgUkn3qK",2018-02-18 17:10:32,17979
4384,Great Pollster John McLaughlin now has the GOP up in the Generic Congressional Ballot. Big gain over last 4 weeks.… https://t.co/iIrNmfPgbQ,2018-02-18 13:55:55,21869
4385,The Fake News of big ratings loser CNN. https://t.co/rYsv90cnvs,2018-02-18 13:46:39,19648
4386,"If it was the GOAL of Russia to create discord, disruption and chaos within the U.S. then, with all of the Committe… https://t.co/fx3CPabzTi",2018-02-18 13:11:28,33036
4387,"RT @mike_pence: Big night. Largest-ever Dallas County GOP Reagan Day Dinner. As I told the crowd, under President @realDonaldTrump: Promise…",2018-02-18 12:53:11,12887
4388,"Now that Adam Schiff is starting to blame President Obama for Russian meddling in the election, he is probably doin… https://t.co/R2OTHSUYP9",2018-02-18 12:43:48,19746
4389,"I never said Russia did not meddle in the election, I said “it may be Russia, or China or another country or group,… https://t.co/1dMjQbLlSC",2018-02-18 12:33:16,31777
4390,"Finally, Liddle’ Adam Schiff, the leakin’ monster of no control, is now blaming the Obama Administration for Russia… https://t.co/9HNsbaWwWj",2018-02-18 12:22:29,28423
4391,"Never gotten over the fact that Obama was able to send $1.7 Billion Dollars in CASH to Iran and nobody in Congress,… https://t.co/5nQ35ANIrg",2018-02-18 12:02:52,38409
4392,General McMaster forgot to say that the results of the 2016 election were not impacted or changed by the Russians a… https://t.co/ilaHKwf6Jy,2018-02-18 04:22:48,27054
4393,Very sad that the FBI missed all of the many signals sent out by the Florida school shooter. This is not acceptable… https://t.co/yvvTEmad2e,2018-02-18 04:08:45,37038
4394,"Just like they don’t want to solve the DACA problem, why didn’t the Democrats pass gun control legislation when the… https://t.co/c2gS0ByFUw",2018-02-17 23:45:28,32208
4395,“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main go… https://t.co/y4PVZ6KZqv,2018-02-17 20:16:39,17146
4396,"The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads, Rob Goldman! https://t.co/XGC7ynZwYJ",2018-02-17 20:11:32,18775
4397,"Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014, long before my run for… https://t.co/9BPo5EB5WN",2018-02-17 19:46:48,25533
4398,Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any Americ… https://t.co/pPhsPl34Ie,2018-02-17 19:36:14,21873
4399,"“Charges Deal Don A Big Win,” written by Michael Goodwin of the @nypost, succinctly states that “the Russians had n… https://t.co/yoFUA9PolC",2018-02-17 19:26:13,18897
4400,"Melania and I met such incredible people last night in Broward County, Florida. Will never forget them, or the evening!",2018-02-17 19:04:43,14747
4401,"Our entire Nation, w/one heavy heart, continues to pray for the victims &amp; their families in Parkland, FL. To teache… https://t.co/jR8THlLD5z",2018-02-17 04:53:13,24729
4402,"Russia started their anti-US campaign in 2014, long before I announced that I would run for President. The results… https://t.co/B4D7ZcKHPp",2018-02-16 20:18:11,37069
4403,Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard.,2018-02-16 14:49:54,21913
4404,I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have… https://t.co/1APUFLwj1f,2018-02-16 14:37:56,19847
4405,"Presidential Proclamation Honoring the Victims of the Tragedy in Parkland, Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB",2018-02-15 20:19:11,13599
4406,"...lottery, continues deadly catch-and-release, and bars enforcement even for FUTURE illegal immigrants. Voting for… https://t.co/ruP4vp9vxa",2018-02-15 19:26:09,15262
4407,The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immi… https://t.co/FegRjpmNZj,2018-02-15 19:25:23,20036
4408,"RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws, creating a mass amnesty for over 10 millio…",2018-02-15 19:22:16,8004
4409,"In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are… https://t.co/LraxXxUN3D",2018-02-15 17:33:41,19708
4410,"While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be… https://t.co/qti7gQGh0I",2018-02-15 14:57:21,20650
4411,"So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavi… https://t.co/3mSYrtTng6",2018-02-15 12:12:41,20795
4412,Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.,2018-02-14 20:55:01,19321
4413,"My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or an… https://t.co/RFJxgM1jhm",2018-02-14 20:50:11,39174
4414,"Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members o… https://t.co/38kUIIV8Cp",2018-02-14 19:11:32,11308
4415,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts t… https://t.co/SwAJxO88zC",2018-02-14 18:15:12,14919
4416,Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn… https://t.co/YW4mCpHr0R,2018-02-13 10:52:47,22405
4417,"Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Demo… https://t.co/2EfB9sObdN",2018-02-13 10:43:22,22691
4418,The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I l… https://t.co/DSz3Szp4xE,2018-02-12 20:48:16,14229
4419,"Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words w… https://t.co/0kIdepXBdi",2018-02-12 12:54:32,16674
4420,"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now ti… https://t.co/OcX7UN18Er",2018-02-12 12:46:56,30078
4421,Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police o… https://t.co/X7AhuEYwHI,2018-02-11 20:36:08,14804
4422,"Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FAN… https://t.co/dA2lK3WHFU",2018-02-11 20:26:03,23900
4423,4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently… https://t.co/oJl5AiCPZs,2018-02-11 19:15:32,24814
4424,So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negativ… https://t.co/LBnzRfAkJx,2018-02-11 18:21:48,30701
4425,"My Administration has identified three major priorities for creating a safe, modern and lawful immigration system:… https://t.co/DrjXUak41S",2018-02-10 23:34:08,31682
4426,"My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. https://t.co/AoingY77Ky",2018-02-10 21:18:23,20292
4427,Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in… https://t.co/0Or3U2CFZR,2018-02-10 18:50:02,30199
4428,"....agencies, not just the FBI &amp; DOJ, now the State Department to dig up dirt on him in the days leading up to the… https://t.co/Of9d7fmsA3",2018-02-10 18:34:49,19911
4429,“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier… https://t.co/dWJuKECfwn,2018-02-10 18:16:20,25759
4430,Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are ol… https://t.co/6Zz5RAeoQe,2018-02-10 15:33:35,36872
4431,"According to the @nytimes, a Russian sold phony secrets on “Trump” to the U.S. Asking price was $10 million, brough… https://t.co/CBMaAX5VMt",2018-02-10 15:20:05,32432
4432,"The Democrats sent a very political and long response memo which they knew, because of sources and methods (and mor… https://t.co/iR1265rmh3",2018-02-10 14:20:35,31935
4433,Jobless claims have dropped to a 45 year low!,2018-02-10 14:02:54,13698
4434,"Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyo… https://t.co/WgvQYGEaMu",2018-02-09 13:59:13,21244
4435,"Without more Republicans in Congress, we were forced to increase spending on things we do not like or want in order… https://t.co/7dfsJYWjRY",2018-02-09 13:47:28,28016
4436,Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them e… https://t.co/9MtCabhzj8,2018-02-09 13:39:15,26999
4437,Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did no… https://t.co/N5SoaLnllm,2018-02-09 03:22:53,39404
4438,Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X,2018-02-08 23:26:22,23821
4439,As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the l… https://t.co/wGUIaD1JX6,2018-02-08 20:10:58,30650
4440,"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East.",2018-02-08 18:44:00,13492
4441,Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TR… https://t.co/q8ib233y1M,2018-02-08 17:13:13,29263
4442,Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and po… https://t.co/bEReTLNLo4,2018-02-08 11:08:39,17636
4443,The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secret… https://t.co/VRkKsNDZGC,2018-02-07 22:36:15,22951
4444,Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean peopl… https://t.co/gGaZUnZBMa,2018-02-07 22:13:16,13202
4445,Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that y… https://t.co/NL6cIfHZgN,2018-02-07 18:01:05,12670
4446,NEW FBI TEXTS ARE BOMBSHELLS!,2018-02-07 16:10:00,39087
4447,"In the “old days,” when good news was reported, the Stock Market would go up. Today, when good news is reported, th… https://t.co/mW5vEWhZYY",2018-02-07 14:59:49,21729
4448,"Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement, along with @NASA’s c… https://t.co/MaQocjQKcI",2018-02-07 03:05:45,31311
4449,"HAPPY BIRTHDAY to our 40th President of the United States of America, Ronald Reagan! https://t.co/JtEglBhm4c",2018-02-07 00:48:01,32623
4450,"Today, we heard the experiences of law enforcement professionals and community leaders working to combat the threat… https://t.co/BAHG9Ajkio",2018-02-06 22:45:50,18198
4451,We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs… https://t.co/5SzmbuLXuY,2018-02-06 16:05:42,25320
4452,"Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the… https://t.co/OD93mZebu7",2018-02-06 16:00:43,23379
4453,"My prayers and best wishes are with the family of Edwin Jackson, a wonderful young man whose life was so senselessly taken. @Colts",2018-02-06 13:37:00,20671
4454,So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of m… https://t.co/r8vqtb4Tjb,2018-02-06 13:32:57,35592
4455,"Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way D… https://t.co/DKVuox1qa6",2018-02-05 20:42:01,22631
4456,"Representative Devin Nunes, a man of tremendous courage and grit, may someday be recognized as a Great American Her… https://t.co/p7egMdnqQs",2018-02-05 15:08:51,35261
4457,Any deal on DACA that does not include STRONG border security and the desperately needed WALL is a total waste of t… https://t.co/BuGrQqbWfs,2018-02-05 14:36:40,29600
4458,"Little Adam Schiff, who is desperate to run for higher office, is one of the biggest liars and leakers in Washingto… https://t.co/7csaXTJLoO",2018-02-05 12:39:10,42478
4459,Thank you to @foxandfriends for exposing the truth. Perhaps that’s why your ratings are soooo much better than your untruthful competition!,2018-02-05 12:17:57,22545
4460,The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U… https://t.co/9JK8HHq2bb,2018-02-05 12:11:56,30325
4461,Congratulations to the Philadelphia Eagles on a great Super Bowl victory!,2018-02-05 03:54:42,35899
4462,My thoughts and prayers are with all of the victims involved in this mornings train collision in South Carolina. Th… https://t.co/H3Ypk1ZwMt,2018-02-04 16:58:14,22851
4463,...a tool of anti-Trump political actors. This is unacceptable in a democracy and ought to alarm anyone who wants t… https://t.co/tGnYODCVQx,2018-02-04 00:53:18,35238
4464,“The four page memo released Friday reports the disturbing fact about how the FBI and FISA appear to have been used… https://t.co/ZT9YHhTIlA,2018-02-04 00:40:24,36337
4465,"Great jobs numbers and finally, after many years, rising wages- and nobody even talks about them. Only Russia, Russ… https://t.co/0gYGNuj0BS",2018-02-04 00:26:23,29734
4466,This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion an… https://t.co/GPYj4JbKgN,2018-02-03 14:40:27,38510
4467,"Rasmussen just announced that my approval rating jumped to 49%, a far better number than I had in winning the Elect… https://t.co/GbG8u70wTV",2018-02-03 14:40:23,34367
4468,RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/CJts3udtNO,2018-02-03 13:44:19,12563
4469,RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/iszxYp036c,2018-02-03 13:39:49,12165
4470,"Today, it was my honor to join the great men and women of @DHSgov, @CustomsBorder, @ICEgov and @USCIS at the U.S. C… https://t.co/r9EL0AhbO1",2018-02-02 22:26:22,14435
4471,“Trump the orator outlines the greatness of America to Democrats’ disgust” https://t.co/XpirrtTY6V,2018-02-02 18:07:08,17358
4472,"With 3.5 million Americans receiving bonuses or other benefits from their employers as a result of TAX CUTS, 2018 i… https://t.co/cxo1rxdDsj",2018-02-02 18:05:49,27157
4473,“You had Hillary Clinton and the Democratic Party try to hide the fact that they gave money to GPS Fusion to create… https://t.co/A8GoOzBrPx,2018-02-02 11:49:14,51516
4474,The top Leadership and Investigators of the FBI and the Justice Department have politicized the sacred investigativ… https://t.co/xXWIyOvhi0,2018-02-02 11:33:58,39652
4475,"The Democrats just aren’t calling about DACA. Nancy Pelosi and Chuck Schumer have to get moving fast, or they’ll di… https://t.co/Tuz4PCoIF4",2018-02-02 03:32:48,28441
4476,Thank you for all of the nice compliments and reviews on the State of the Union speech. 45.6 million people watched… https://t.co/HKFLkRjlGQ,2018-02-01 12:02:49,36728
4477,"March 5th is rapidly approaching and the Democrats are doing nothing about DACA. They Resist, Blame, Complain and O… https://t.co/A4qhFRv21V",2018-02-01 11:51:43,29418
4478,Heading to beautiful West Virginia to be with great members of the Republican Party. Will be planning Infrastructur… https://t.co/17g1hxSFRI,2018-02-01 11:43:17,28038
4479,"Join me live for the #SOTU
https://t.co/0SLktWxfHi",2018-01-31 02:00:02,21484
4480,"Congratulations to America’s new Secretary of @HHSGov, Alex Azar! https://t.co/Y9inQaCt7o",2018-01-29 20:12:39,15993
4481,Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Ch… https://t.co/ZrThpTutNr,2018-01-28 13:18:33,41624
4482,"Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!",2018-01-28 13:18:32,62860
4483,Democrats are not interested in Border Safety &amp; Security or in the funding and rebuilding of our Military. They are… https://t.co/wM9cL8CBo7,2018-01-28 04:08:02,35269
4484,"I have offered DACA a wonderful deal, including a doubling in the number of recipients &amp; a twelve year pathway to c… https://t.co/gSxSjiRcoC",2018-01-28 03:58:02,46233
4485,"Taliban targeted innocent Afghans, brave police in Kabul today. Our thoughts and prayers go to the victims, and fir… https://t.co/nxuDZV0VYZ",2018-01-27 22:59:52,21732
4486,"On Holocaust Remembrance Day we mourn and grieve the murder of 6 million innocent Jewish men, women and children, a… https://t.co/Df8jIU5KW2",2018-01-27 19:30:24,25510
4487,Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we… https://t.co/33QbAoLFxj,2018-01-27 11:55:58,28799
4488,Thank you for the wonderful welcome @WEF! #Davos2018 https://t.co/IQkoQJxR5B,2018-01-26 23:27:23,16102
4489,DACA has been made increasingly difficult by the fact that Cryin’ Chuck Schumer took such a beating over the shutdo… https://t.co/5faBeqcNP9,2018-01-26 17:16:44,25817
4490,"Heading back from a very exciting two days in Davos, Switzerland. Speech on America’s economic revival was well rec… https://t.co/JbNNrNVH9z",2018-01-26 17:12:32,22304
4491,"Join me live at the 2018 World Economic Forum in Davos, Switzerland! #WEF18 https://t.co/fdHejCmv73 https://t.co/DuKJlVTWB8",2018-01-26 12:54:36,9967
4492,Great bilateral meeting with President @Alain_Berset of the Swiss Confederation - as we continue to strengthen our… https://t.co/3bK58PuFPd,2018-01-26 11:23:07,10629
4493,"It was an honor to meet with Republic of Rwanda President Paul Kagame this morning in Davos, Switzerland. Many grea… https://t.co/tiD5NSYYwB",2018-01-26 10:46:48,12342
4494,"Will be interviewed on  @SquawkCNBC by @JoeSquawk coming up at 6:00amE from Davos, Switzerland. Enjoy! #WEF18 https://t.co/7egYlxnFBd",2018-01-26 10:11:26,6504
4495,"Today, Americans everywhere remember the brave men and women of @NASA who lost their lives in our Nation’s eternal… https://t.co/KMP2MhJVLS",2018-01-25 22:38:21,17533
4496,"Very productive bilateral meeting with Prime Minister Benjamin @Netanyahu of Israel - in Davos, Switzerland! #WEF18 https://t.co/2sZM9YI7tJ",2018-01-25 18:03:29,14965
4497,"Great bilateral meeting with Prime Minister Theresa May of the United Kingdom, affirming the special relationship a… https://t.co/6bIzOEo8DK",2018-01-25 17:25:53,15814
4498,"Will soon be heading to Davos, Switzerland, to tell the world how great America is and is doing. Our economy is now… https://t.co/OwSYSiCiKe",2018-01-25 00:27:00,27971
4499,It was my great honor to welcome Mayor’s from across America to the WH. My Administration will always support local… https://t.co/N7Z9Dw3uIi,2018-01-24 22:51:20,16617
4500,"Earlier today, I spoke with @GovMattBevin of Kentucky regarding yesterday’s shooting at Marshall County High School… https://t.co/20Bf0p7oFT",2018-01-24 20:26:16,19023
